target_names,horizontal_w_to_b,horizontal_b_to_w,vertical_w_to_b,vertical_b_to_w,target
m,39.83739837398374,26.829268292682926,16.260162601626014,17.073170731707318,13
m,49.24242424242424,12.121212121212121,32.57575757575758,6.0606060606060606,13
m,46.0431654676259,16.546762589928058,18.70503597122302,18.70503597122302,13
m,48.18181818181818,7.2727272727272725,9.09090909090909,35.45454545454545,13
m,35.0,15.0,25.0,25.0,13
m,33.333333333333336,28.8135593220339,18.64406779661017,19.2090395480226,13
m,37.83783783783784,32.432432432432435,16.216216216216218,13.513513513513512,13
m,32.142857142857146,30.952380952380953,19.047619047619047,17.857142857142858,13
m,43.75,21.875,17.5,16.875,13
m,33.68421052631579,30.52631578947368,18.94736842105263,16.842105263157894,13
m,30.120481927710845,30.120481927710845,19.87951807228916,19.87951807228916,13
m,42.10526315789473,21.052631578947366,20.0,16.842105263157894,13
m,35.2112676056338,29.577464788732392,18.309859154929576,16.901408450704224,13
m,43.97163120567376,27.659574468085108,15.602836879432624,12.76595744680851,13
m,41.61490683229813,32.29813664596273,8.074534161490682,18.012422360248447,13
m,36.95652173913043,36.95652173913043,13.043478260869565,13.043478260869565,13
m,36.8421052631579,28.947368421052634,21.05263157894737,13.157894736842106,13
m,34.81481481481481,31.85185185185185,17.037037037037035,16.296296296296294,13
m,28.571428571428573,22.857142857142858,25.714285714285715,22.857142857142858,13
m,27.94117647058824,22.058823529411768,27.205882352941178,22.794117647058826,13
m,49.693251533742334,20.245398773006137,21.47239263803681,8.588957055214724,13
m,34.69387755102041,34.69387755102041,15.306122448979592,15.306122448979592,13
m,20.54794520547945,17.80821917808219,35.61643835616438,26.027397260273972,13
m,42.85714285714286,18.75,22.321428571428573,16.071428571428573,13
m,47.69230769230769,6.153846153846154,18.461538461538463,27.692307692307693,13
m,38.118811881188115,18.81188118811881,23.762376237623762,19.306930693069308,13
m,32.22222222222222,30.0,20.0,17.77777777777778,13
m,28.063241106719367,23.320158102766797,25.296442687747035,23.320158102766797,13
m,33.92857142857143,26.78571428571429,21.42857142857143,17.857142857142858,13
m,36.06557377049181,28.961748633879782,18.579234972677597,16.393442622950822,13
m,41.66666666666667,18.333333333333336,25.0,15.0,13
m,42.3728813559322,18.64406779661017,20.338983050847457,18.64406779661017,13
m,38.20224719101124,35.95505617977528,13.483146067415731,12.359550561797754,13
m,37.5,37.5,12.5,12.5,13
m,43.05555555555556,18.055555555555554,14.583333333333332,24.305555555555554,13
m,47.2,20.8,16.8,15.200000000000001,13
m,28.571428571428573,24.285714285714285,25.714285714285715,21.42857142857143,13
m,31.25,18.75,31.25,18.75,13
m,32.8125,31.25,18.75,17.1875,13
m,61.25,10.0,8.75,20.0,13
m,32.55813953488372,22.093023255813954,25.581395348837212,19.767441860465116,13
m,31.25,31.25,18.75,18.75,13
m,29.86111111111111,26.38888888888889,22.916666666666664,20.833333333333332,13
m,25.000000000000004,25.000000000000004,25.000000000000004,25.000000000000004,13
m,38.888888888888886,37.3015873015873,11.11111111111111,12.698412698412698,13
m,39.02439024390244,26.829268292682926,15.853658536585366,18.29268292682927,13
m,36.66666666666667,26.666666666666668,19.166666666666668,17.5,13
m,33.333333333333336,33.333333333333336,16.666666666666668,16.666666666666668,13
m,25.0,25.0,25.0,25.0,13
m,35.714285714285715,24.025974025974026,25.324675324675326,14.935064935064934,13
m,35.07462686567165,25.373134328358212,22.388059701492537,17.16417910447761,13
m,30.43478260869565,30.43478260869565,19.565217391304348,19.565217391304348,13
m,37.634408602150536,26.881720430107524,20.43010752688172,15.053763440860214,13
m,34.831460674157306,26.966292134831463,22.471910112359552,15.730337078651687,13
m,42.0,34.0,12.0,12.0,13
m,32.786885245901644,29.508196721311478,19.672131147540984,18.0327868852459,13
m,30.612244897959183,26.53061224489796,24.48979591836735,18.367346938775512,13
m,55.072463768115945,5.797101449275362,14.492753623188406,24.63768115942029,13
m,32.098765432098766,27.160493827160494,22.22222222222222,18.51851851851852,13
m,28.0,24.0,24.0,24.0,13
m,30.357142857142858,28.571428571428573,21.42857142857143,19.642857142857142,13
m,30.434782608695652,25.217391304347824,24.34782608695652,20.0,13
m,40.476190476190474,38.095238095238095,11.904761904761905,9.523809523809524,13
m,35.294117647058826,27.647058823529413,20.58823529411765,16.47058823529412,13
m,38.095238095238095,6.666666666666666,24.76190476190476,30.476190476190474,13
m,33.673469387755105,20.918367346938776,28.06122448979592,17.346938775510203,13
m,28.448275862068964,26.72413793103448,22.413793103448274,22.413793103448274,13
m,46.34146341463415,16.463414634146343,10.365853658536585,26.829268292682926,13
m,33.82352941176471,26.47058823529412,22.058823529411768,17.647058823529413,13
m,31.29251700680272,26.53061224489796,21.088435374149658,21.088435374149658,13
m,34.751773049645394,29.078014184397166,19.858156028368796,16.31205673758865,13
m,33.92857142857143,26.78571428571429,20.53571428571429,18.75,13
m,55.78947368421052,18.94736842105263,9.473684210526315,15.789473684210526,13
m,28.72340425531915,20.21276595744681,28.72340425531915,22.340425531914892,13
m,44.14414414414414,20.72072072072072,16.216216216216218,18.91891891891892,13
m,55.238095238095234,3.8095238095238093,22.857142857142854,18.095238095238095,13
m,31.73652694610778,26.946107784431135,22.15568862275449,19.161676646706585,13
m,54.54545454545455,4.545454545454545,15.151515151515152,25.757575757575758,13
m,22.72727272727273,22.72727272727273,27.272727272727273,27.272727272727273,13
m,37.096774193548384,31.451612903225804,14.516129032258064,16.93548387096774,13
m,35.57692307692308,28.846153846153847,17.307692307692307,18.26923076923077,13
m,32.25806451612903,30.967741935483872,18.70967741935484,18.064516129032256,13
m,40.0,33.333333333333336,15.0,11.666666666666668,13
m,37.41935483870968,29.677419354838708,16.774193548387096,16.129032258064516,13
m,28.333333333333336,28.333333333333336,21.666666666666668,21.666666666666668,13
m,47.5609756097561,3.6585365853658534,17.073170731707318,31.70731707317073,13
m,50.87719298245614,7.017543859649122,26.31578947368421,15.789473684210526,13
m,25.641025641025642,20.512820512820515,30.769230769230774,23.07692307692308,13
m,28.37837837837838,23.64864864864865,25.675675675675674,22.2972972972973,13
m,39.2,24.0,20.8,16.0,13
m,31.914893617021278,29.78723404255319,20.21276595744681,18.085106382978722,13
m,44.85981308411215,18.69158878504673,20.560747663551403,15.88785046728972,13
m,30.0,30.0,20.0,20.0,13
m,25.984251968503937,21.25984251968504,27.559055118110237,25.19685039370079,13
m,40.51724137931034,37.068965517241374,11.206896551724137,11.206896551724137,13
m,33.333333333333336,27.77777777777778,20.37037037037037,18.51851851851852,13
m,39.17525773195876,30.92783505154639,18.556701030927833,11.340206185567009,13
m,36.36363636363637,27.272727272727273,20.454545454545457,15.90909090909091,13
m,31.506849315068493,24.65753424657534,26.027397260273972,17.80821917808219,13
m,49.074074074074076,16.666666666666668,14.814814814814815,19.444444444444443,13
m,37.28813559322034,28.813559322033896,19.491525423728813,14.406779661016948,13
m,50.68493150684931,2.73972602739726,30.136986301369863,16.43835616438356,13
m,28.75,23.75,25.0,22.5,13
m,49.36708860759494,6.329113924050633,18.9873417721519,25.31645569620253,13
m,30.303030303030305,21.21212121212121,27.272727272727273,21.21212121212121,13
m,35.294117647058826,30.58823529411765,18.823529411764707,15.294117647058824,13
m,33.56164383561644,18.493150684931507,26.027397260273972,21.91780821917808,13
m,37.93103448275862,25.0,18.103448275862068,18.96551724137931,13
m,37.24137931034483,27.586206896551726,19.310344827586206,15.862068965517242,13
m,31.788079470198678,27.814569536423843,20.529801324503314,19.867549668874172,13
m,43.046357615894046,28.47682119205298,16.55629139072848,11.920529801324504,13
m,38.392857142857146,18.75,20.53571428571429,22.321428571428573,13
m,32.544378698224854,30.76923076923077,18.93491124260355,17.75147928994083,13
m,38.18181818181818,34.54545454545455,14.545454545454545,12.727272727272727,13
m,32.35294117647059,21.56862745098039,23.52941176470588,22.549019607843135,13
m,40.0,17.0,32.0,11.0,13
m,45.65217391304348,21.73913043478261,17.391304347826086,15.217391304347824,13
m,26.666666666666664,25.71428571428571,23.809523809523807,23.809523809523807,13
m,52.83018867924528,5.660377358490566,16.9811320754717,24.528301886792452,13
m,33.89830508474576,29.66101694915254,18.64406779661017,17.796610169491526,13
m,23.076923076923077,19.23076923076923,30.76923076923077,26.923076923076923,13
m,29.1044776119403,18.65671641791045,29.850746268656717,22.388059701492537,13
m,31.53846153846154,30.0,20.0,18.461538461538463,13
m,29.032258064516128,23.387096774193548,26.61290322580645,20.96774193548387,13
m,36.641221374045806,24.427480916030536,20.610687022900766,18.320610687022903,13
m,29.761904761904763,27.38095238095238,22.61904761904762,20.238095238095237,13
m,47.05882352941176,36.27450980392157,8.823529411764705,7.8431372549019605,13
m,28.571428571428573,23.214285714285715,26.78571428571429,21.42857142857143,13
m,30.0,26.666666666666668,22.5,20.833333333333336,13
m,33.91304347826087,14.782608695652174,34.78260869565217,16.52173913043478,13
m,33.333333333333336,33.333333333333336,16.666666666666668,16.666666666666668,13
m,56.71641791044777,4.477611940298508,17.910447761194032,20.895522388059703,13
m,39.84375,17.1875,19.53125,23.4375,13
m,38.46153846153847,34.065934065934066,14.285714285714286,13.186813186813188,13
m,33.333333333333336,33.333333333333336,16.666666666666668,16.666666666666668,13
m,35.65891472868217,27.906976744186046,20.155038759689923,16.27906976744186,13
m,33.92857142857143,28.571428571428573,19.642857142857142,17.857142857142858,13
m,35.80246913580247,23.456790123456788,24.691358024691358,16.049382716049383,13
m,35.3448275862069,24.137931034482758,19.82758620689655,20.689655172413794,13
m,28.985507246376812,28.26086956521739,21.73913043478261,21.014492753623188,13
m,34.30232558139535,32.55813953488372,17.44186046511628,15.697674418604652,13
m,34.18803418803419,23.931623931623932,23.931623931623932,17.94871794871795,13
m,42.307692307692314,42.307692307692314,7.692307692307693,7.692307692307693,13
m,30.303030303030305,26.515151515151516,22.727272727272727,20.454545454545453,13
m,34.48275862068966,31.724137931034484,17.931034482758623,15.862068965517242,13
m,32.08955223880597,27.611940298507463,20.149253731343286,20.149253731343286,13
m,41.584158415841586,18.81188118811881,12.871287128712872,26.73267326732673,13
m,27.77777777777778,27.77777777777778,22.22222222222222,22.22222222222222,13
m,37.5,27.67857142857143,21.42857142857143,13.392857142857144,13
m,30.18867924528302,28.30188679245283,20.754716981132077,20.754716981132077,13
m,25.0,25.0,25.0,25.0,13
m,39.285714285714285,19.642857142857142,24.107142857142858,16.964285714285715,13
m,30.158730158730158,25.396825396825395,23.015873015873016,21.428571428571427,13
m,30.58823529411765,28.235294117647058,21.176470588235293,20.0,13
m,28.84615384615385,26.282051282051285,23.07692307692308,21.794871794871796,13
m,29.411764705882355,26.47058823529412,23.529411764705884,20.58823529411765,13
m,43.94904458598726,21.656050955414013,15.286624203821656,19.108280254777068,13
m,36.36363636363637,25.252525252525253,21.71717171717172,16.666666666666668,13
m,35.51401869158879,25.233644859813083,21.49532710280374,17.757009345794394,13
m,29.885057471264368,26.4367816091954,22.988505747126435,20.689655172413794,13
m,29.166666666666668,27.083333333333336,22.916666666666668,20.833333333333336,13
m,37.5,35.41666666666667,13.541666666666668,13.541666666666668,13
m,39.75155279503105,28.57142857142857,16.149068322981364,15.527950310559005,13
m,32.142857142857146,26.19047619047619,22.61904761904762,19.047619047619047,13
m,25.0,25.0,25.0,25.0,13
m,35.13513513513514,22.2972972972973,27.027027027027025,15.54054054054054,13
m,33.77777777777778,27.11111111111111,20.88888888888889,18.22222222222222,13
m,30.0,30.0,20.0,20.0,13
m,29.32330827067669,27.06766917293233,22.55639097744361,21.052631578947366,13
m,32.800000000000004,28.0,19.200000000000003,20.0,13
m,28.18181818181818,28.18181818181818,21.818181818181817,21.818181818181817,13
m,50.0,18.421052631578945,16.31578947368421,15.26315789473684,13
m,45.09803921568627,10.784313725490195,16.666666666666664,27.45098039215686,13
m,54.54545454545455,10.101010101010102,23.232323232323235,12.121212121212121,13
m,37.931034482758626,18.620689655172416,31.03448275862069,12.413793103448278,13
m,31.914893617021278,25.53191489361702,21.27659574468085,21.27659574468085,13
m,30.769230769230766,26.573426573426573,22.377622377622377,20.27972027972028,13
m,32.87671232876712,27.397260273972602,17.80821917808219,21.91780821917808,13
m,30.0,27.5,22.5,20.0,13
m,48.113207547169814,16.037735849056602,27.358490566037737,8.49056603773585,13
m,31.746031746031743,20.634920634920633,20.634920634920633,26.984126984126984,13
m,40.0,40.0,10.0,10.0,13
k,38.15789473684211,23.68421052631579,19.078947368421055,19.078947368421055,11
k,30.34188034188034,26.495726495726494,22.649572649572647,20.51282051282051,11
k,34.93975903614458,26.50602409638554,20.883534136546185,17.670682730923694,11
k,52.67175572519084,19.083969465648856,18.320610687022903,9.923664122137405,11
k,52.51798561151079,18.70503597122302,14.388489208633093,14.388489208633093,11
k,37.64705882352941,32.94117647058824,15.294117647058824,14.117647058823529,11
k,34.69387755102041,27.891156462585034,17.687074829931973,19.727891156462583,11
k,77.14285714285714,3.8095238095238093,4.761904761904762,14.285714285714285,11
k,34.21052631578947,31.14035087719298,17.543859649122805,17.105263157894736,11
k,33.333333333333336,25.581395348837212,19.767441860465116,21.317829457364343,11
k,38.513513513513516,25.675675675675674,16.216216216216218,19.594594594594593,11
k,68.35443037974684,12.658227848101266,7.59493670886076,11.39240506329114,11
k,43.93939393939394,28.03030303030303,14.393939393939394,13.636363636363637,11
k,46.927374301675975,26.256983240223462,10.614525139664805,16.201117318435752,11
k,41.66666666666667,25.641025641025642,11.53846153846154,21.153846153846157,11
k,39.34426229508197,26.229508196721312,19.672131147540984,14.754098360655739,11
k,30.303030303030305,25.757575757575758,18.18181818181818,25.757575757575758,11
k,37.38317757009346,31.77570093457944,15.88785046728972,14.953271028037383,11
k,32.47422680412371,24.22680412371134,21.134020618556697,22.164948453608247,11
k,23.61111111111111,23.61111111111111,26.38888888888889,26.38888888888889,11
k,40.5,16.5,23.0,20.0,11
k,36.86868686868687,31.313131313131315,12.626262626262626,19.191919191919194,11
k,36.0,28.0,20.0,16.0,11
k,31.092436974789916,25.210084033613445,21.84873949579832,21.84873949579832,11
k,28.571428571428573,28.571428571428573,21.42857142857143,21.42857142857143,11
k,33.333333333333336,26.865671641791046,20.398009950248756,19.402985074626866,11
k,40.38461538461539,29.326923076923077,17.78846153846154,12.5,11
k,75.0,7.8125,6.25,10.9375,11
k,62.96296296296296,8.641975308641975,23.456790123456788,4.938271604938271,11
