target_names,left_zone,right_zone,upper_zone,down_zone,target
u,25.39473684210526,24.605263157894736,20.263157894736842,29.736842105263158,27

r,30.142857142857142,19.857142857142858,26.71428571428571,23.285714285714285,24

s,24.307304785894207,25.692695214105793,23.929471032745592,26.070528967254408,25

e,27.469135802469136,22.530864197530864,31.89300411522634,18.106995884773664,14

r,21.306818181818183,28.69318181818182,27.13068181818182,22.869318181818183,24

y,20.863309352517984,29.136690647482013,27.967625899280574,22.032374100719423,30

R,25.03681885125184,24.96318114874816,25.405007363770252,24.59499263622975,37

O,24.39024390243902,25.60975609756097,26.829268292682926,23.17073170731707,0

O,24.932249322493224,25.067750677506773,26.964769647696475,23.035230352303522,0

m,26.121794871794872,23.87820512820513,30.769230769230774,19.230769230769234,21

5,25.353107344632768,24.646892655367232,30.7909604519774,19.2090395480226,5

dot,22.727272727272727,27.272727272727273,28.57142857142857,21.428571428571427,40

R,25.869262865090402,24.130737134909594,27.12100139082058,22.878998609179416,37

O,24.707602339181285,25.29239766081871,25.730994152046783,24.269005847953213,0

O,25.0,25.0,26.129943502824858,23.870056497175142,0

f,36.58536585365854,13.414634146341465,22.172949002217297,27.827050997782706,15

h,33.82867132867133,16.17132867132867,13.986013986013985,36.01398601398601,17

a,27.7027027027027,22.2972972972973,25.225225225225227,24.774774774774777,10

v,25.476839237057224,24.52316076294278,25.613079019073574,24.386920980926433,28

e,27.171492204899778,22.828507795100226,28.173719376391983,21.826280623608017,14

a,24.42348008385744,25.576519916142555,24.42348008385744,25.576519916142555,10

t,29.19776119402985,20.802238805970152,22.574626865671643,27.42537313432836,26

r,23.846153846153847,26.153846153846157,26.76923076923077,23.230769230769234,24

e,27.167630057803468,22.832369942196532,31.695568400770714,18.304431599229286,14

e,27.300613496932517,22.699386503067487,29.038854805725972,20.961145194274028,14

O,24.821002386634845,25.178997613365155,24.22434367541766,25.775656324582336,0

n,28.701594533029613,21.298405466970387,28.132118451025057,21.867881548974943,22

t,31.49425287356322,18.50574712643678,20.57471264367816,29.42528735632184,26

O,25.350140056022408,24.649859943977592,24.649859943977592,25.350140056022408,0

p,34.862385321100916,15.137614678899084,33.39449541284404,16.605504587155963,23

O,23.690205011389523,26.309794988610477,24.943052391799544,25.056947608200456,0

f,38.34033613445378,11.659663865546218,22.794117647058822,27.205882352941178,15

i,16.666666666666664,33.33333333333333,19.362745098039216,30.637254901960784,18

t,32.075471698113205,17.92452830188679,21.27882599580713,28.72117400419287,26

6,25.785123966942148,24.214876033057852,24.958677685950413,25.041322314049587,6

dot,19.444444444444443,30.555555555555554,26.38888888888889,23.61111111111111,40

b,32.97045101088647,17.02954898911353,15.629860031104199,34.3701399688958,11

7,12.064676616915424,37.93532338308458,34.82587064676617,15.17412935323383,7

dot,24.675324675324674,25.324675324675326,25.974025974025974,24.025974025974026,40

1,29.39189189189189,20.60810810810811,24.774774774774777,25.225225225225227,1

dot,24.21875,25.78125,21.09375,28.90625,40

B,24.943181818181817,25.05681818181818,25.625,24.375,32

u,24.418604651162788,25.58139534883721,20.671834625322994,29.328165374677,27

i,17.015706806282722,32.98429319371728,18.32460732984293,31.675392670157066,18

l,19.91017964071856,30.089820359281436,24.550898203592812,25.449101796407184,20

d,15.762711864406779,34.23728813559322,16.864406779661017,33.13559322033898,13

e,27.710843373493976,22.289156626506024,30.120481927710845,19.879518072289155,14

r,26.642335766423358,23.357664233576642,25.790754257907544,24.20924574209246,24

s,25.97938144329897,24.02061855670103,21.443298969072163,28.556701030927833,25

2,22.659574468085108,27.340425531914892,23.085106382978722,26.914893617021278,2

dot,21.830985915492956,28.16901408450704,23.239436619718308,26.76056338028169,40

s,25.502008032128515,24.497991967871485,21.78714859437751,28.21285140562249,25

c,29.757785467128024,20.24221453287197,28.027681660899653,21.972318339100344,12

h,34.857142857142854,15.142857142857142,15.428571428571427,34.57142857142857,17

O,25.0,25.0,24.731182795698924,25.268817204301072,0

O,23.955431754874652,26.04456824512535,23.81615598885794,26.183844011142064,0

l,18.821839080459768,31.17816091954023,24.42528735632184,25.574712643678158,20

1,30.2367941712204,19.763205828779597,24.13479052823315,25.865209471766846,1

dot,23.92857142857143,26.071428571428573,25.714285714285715,24.285714285714285,40

1,28.513238289205706,21.486761710794298,22.810590631364562,27.189409368635438,1

dot,23.232323232323235,26.767676767676768,24.747474747474747,25.252525252525253,40

F,38.392857142857146,11.607142857142858,26.785714285714285,23.214285714285715,33

2,25.806451612903224,24.193548387096776,20.852534562211982,29.147465437788018,2

dot,20.238095238095237,29.76190476190476,23.809523809523807,26.19047619047619,40

T,23.30173775671406,26.69826224328594,38.15165876777251,11.848341232227488,38

3,13.546798029556651,36.45320197044335,19.58128078817734,30.418719211822662,3

dot,25.384615384615387,24.615384615384617,27.692307692307693,22.30769230769231,40

T,25.720620842572064,24.27937915742794,35.144124168514416,14.855875831485589,38

4,30.46875,19.53125,19.140625,30.859375,4

dot,21.80232558139535,28.197674418604652,25.290697674418606,24.709302325581397,40

F,36.70605612998523,13.293943870014772,32.348596750369275,17.651403249630725,33

2,35.529157667386606,14.47084233261339,18.034557235421165,31.96544276457883,2

dot,29.47761194029851,20.522388059701495,24.253731343283583,25.74626865671642,40

J,23.003194888178914,26.996805111821086,30.11182108626198,19.888178913738017,42

a,30.349932705248992,19.65006729475101,19.313593539703906,30.686406460296098,10

m,27.120669056152927,22.879330943847073,28.97252090800478,21.02747909199522,21

e,29.72181551976574,20.278184480234263,30.01464128843338,19.98535871156662,14

s,25.5718954248366,24.4281045751634,24.34640522875817,25.65359477124183,25

3,19.921259842519685,30.078740157480315,25.11811023622047,24.881889763779526,3

dot,27.391304347826086,22.608695652173914,24.782608695652172,25.217391304347824,40

e,28.48432055749129,21.515679442508713,30.923344947735195,19.076655052264808,14

v,27.272727272727273,22.727272727272727,25.757575757575758,24.242424242424242,28

e,28.534031413612567,21.465968586387433,28.970331588132634,21.029668411867366,14

r,35.55555555555556,14.444444444444445,32.083333333333336,17.916666666666668,24

y,20.476190476190478,29.523809523809526,28.50340136054422,21.496598639455783,30

t,35.130434782608695,14.869565217391305,18.608695652173914,31.391304347826086,26

h,33.13253012048193,16.867469879518072,13.403614457831326,36.596385542168676,17

i,15.250965250965251,34.74903474903475,16.409266409266408,33.59073359073359,18

n,30.06756756756757,19.93243243243243,28.29391891891892,21.70608108108108,22

g,20.843373493975903,29.156626506024097,24.277108433734938,25.72289156626506,16

t,37.98701298701299,12.012987012987013,23.7012987012987,26.2987012987013,26

u,21.71474358974359,28.285256410256412,19.471153846153847,30.528846153846157,27

m,28.75862068965517,21.241379310344826,31.448275862068964,18.551724137931036,21

b,33.29177057356608,16.708229426433917,12.718204488778056,37.281795511221944,11

l,22.307692307692307,27.692307692307693,25.494505494505493,24.505494505494504,20

e,29.462875197472354,20.537124802527646,28.830963665086887,21.169036334913113,14

d,15.985576923076923,34.01442307692308,17.307692307692307,32.69230769230769,13

O,23.003194888178914,26.996805111821086,24.76038338658147,25.23961661341853,0

u,23.357015985790408,26.642984014209592,19.449378330373,30.550621669627,27

t,36.94942903752039,13.050570962479608,24.71451876019576,25.28548123980424,26

O,23.37133550488599,26.628664495114005,23.778501628664493,26.221498371335503,0

n,31.69877408056042,18.30122591943958,27.408056042031525,22.591943957968475,22

t,35.262008733624455,14.737991266375547,27.074235807860262,22.925764192139738,26

O,22.839506172839506,27.160493827160494,25.0,25.0,0

t,37.86407766990291,12.135922330097086,23.381877022653722,26.618122977346278,26

h,33.541927409261575,16.458072590738425,13.642052565707134,36.35794743429287,17

e,28.33583208395802,21.66416791604198,24.887556221889056,25.112443778110947,14

f,37.79069767441861,12.209302325581396,24.92732558139535,25.072674418604652,15

l,22.79116465863454,27.20883534136546,26.004016064257026,23.99598393574297,20

O,25.28216704288939,24.71783295711061,23.081264108352144,26.918735891647856,0

O,25.624321389793703,24.3756786102063,24.809989142236702,25.1900108577633,0

r,37.04545454545455,12.954545454545453,32.04545454545455,17.954545454545453,24

4,23.333333333333332,26.666666666666664,18.22222222222222,31.777777777777775,4

dot,27.52808988764045,22.471910112359552,26.966292134831463,23.03370786516854,40

t,37.10407239819005,12.895927601809955,24.09502262443439,25.90497737556561,26

O,23.541666666666668,26.458333333333336,26.145833333333336,23.854166666666668,0

f,36.88172043010753,13.118279569892474,23.333333333333332,26.666666666666668,15

e,28.178368121442126,21.821631878557874,26.280834914611006,23.719165085388994,14

e,27.992957746478872,22.007042253521124,26.056338028169012,23.943661971830984,14

w,26.41176470588235,23.588235294117645,18.941176470588236,31.058823529411764,29

r,36.37469586374696,13.625304136253042,33.333333333333336,16.666666666666668,24

a,26.26582278481013,23.734177215189874,21.598101265822788,28.401898734177216,10

p,33.04953560371517,16.95046439628483,31.346749226006196,18.65325077399381,23

p,32.86604361370716,17.133956386292834,29.439252336448597,20.5607476635514,23

e,30.060882800608827,19.93911719939117,30.28919330289193,19.710806697108065,14

r,39.002267573696145,10.997732426303855,27.43764172335601,22.56235827664399,24

s,25.209380234505865,24.79061976549414,19.17922948073702,30.820770519262982,25

5,31.105610561056107,18.894389438943893,20.792079207920793,29.207920792079207,5

dot,22.65625,27.34375,21.875,28.125,40

m,30.024968789013734,19.975031210986266,22.72159800249688,27.27840199750312,21

u,22.893258426966295,27.10674157303371,16.643258426966295,33.35674157303371,27

m,24.903969270166453,25.096030729833547,28.80921895006402,21.19078104993598,21

w,25.708762886597935,24.291237113402058,21.97164948453608,28.028350515463913,29

O,25.881261595547308,24.11873840445269,25.881261595547308,24.11873840445269,0

u,22.796934865900383,27.203065134099617,17.43295019157088,32.56704980842912,27

l,32.25806451612903,17.741935483870968,23.27188940092166,26.72811059907834,20

d,16.052060737527114,33.947939262472886,18.112798264642084,31.88720173535792,13

b,31.41025641025641,18.589743589743588,16.92307692307692,33.07692307692307,11

e,31.391304347826086,18.608695652173914,27.652173913043477,22.34782608695652,14

c,36.02150537634409,13.978494623655914,24.086021505376344,25.913978494623656,12

a,27.240398293029873,22.75960170697013,22.75960170697013,27.240398293029873,10

l,25.6,24.4,23.866666666666667,26.133333333333333,20

l,21.563981042654028,28.436018957345972,27.96208530805687,22.03791469194313,20

comma,21.2882096069869,28.7117903930131,30.34934497816594,19.650655021834062,41

c,36.017699115044245,13.982300884955752,24.601769911504423,25.398230088495573,12

O,25.548060708263073,24.45193929173693,25.042158516020237,24.957841483979767,0

m,23.415265200517464,26.584734799482536,28.525226390685642,21.47477360931436,21

e,30.388978930307943,19.611021069692057,29.821717990275527,20.178282009724473,14

a,24.130434782608695,25.869565217391305,23.18840579710145,26.81159420289855,10

n,30.948795180722893,19.05120481927711,25.828313253012052,24.171686746987955,22

d,18.75,31.249999999999996,15.786637931034482,34.213362068965516,13

l,14.307228915662652,35.69277108433735,24.84939759036145,25.150602409638555,20

O,23.863636363636363,26.136363636363637,28.09917355371901,21.90082644628099,0

O,24.581589958158993,25.418410041841003,27.719665271966527,22.280334728033473,0

k,29.56896551724138,20.431034482758623,14.56896551724138,35.431034482758626,19

a,23.676470588235293,26.323529411764707,22.13235294117647,27.86764705882353,10

t,37.08029197080292,12.919708029197079,21.094890510948904,28.905109489051092,26

t,37.669172932330824,12.330827067669173,14.511278195488721,35.48872180451128,26

h,33.196721311475414,16.803278688524593,13.700234192037472,36.29976580796253,17

i,27.992957746478872,22.007042253521124,16.725352112676056,33.274647887323944,18

s,25.829725829725827,24.17027417027417,24.025974025974023,25.974025974025974,25

r,37.24226804123711,12.757731958762886,33.891752577319586,16.10824742268041,24

O,24.080882352941178,25.919117647058826,25.551470588235297,24.448529411764707,0

O,24.860853432282003,25.139146567717994,26.623376623376622,23.376623376623375,0

m,23.23856613102596,26.76143386897404,33.00370828182942,16.996291718170582,21

dot,23.14814814814815,26.85185185185185,26.85185185185185,23.14814814814815,40

6,26.831683168316832,23.16831683168317,18.21782178217822,31.782178217821784,6

dot,18.68686868686869,31.313131313131315,25.757575757575758,24.242424242424242,40

a,27.770360480640853,22.229639519359143,21.695594125500666,28.30440587449933,10

dot,26.923076923076923,23.076923076923077,24.358974358974358,25.64102564102564,40

m,24.966974900924704,25.0330250990753,28.401585204755616,21.598414795244388,21

e,29.725085910652922,20.274914089347078,28.264604810996563,21.735395189003437,14

s,27.7882797731569,22.2117202268431,25.330812854442343,24.669187145557657,25

s,27.42537313432836,22.574626865671643,23.507462686567166,26.492537313432837,25

b,30.892255892255893,19.107744107744107,20.53872053872054,29.461279461279464,11

dot,27.717391304347824,22.282608695652172,27.717391304347824,22.282608695652172,40

7,10.689655172413794,39.310344827586206,32.931034482758626,17.06896551724138,7

dot,22.727272727272727,27.272727272727273,20.77922077922078,29.22077922077922,40

a,23.739837398373982,26.260162601626014,22.520325203252032,27.479674796747968,10

dot,23.456790123456788,26.54320987654321,24.074074074074073,25.925925925925924,40

b,30.775444264943456,19.224555735056544,19.87075928917609,30.12924071082391,11

dot,21.604938271604937,28.39506172839506,22.839506172839506,27.160493827160494,40

J,16.21129326047359,33.78870673952641,24.043715846994534,25.956284153005463,42

a,25.884955752212388,24.115044247787612,20.132743362831857,29.86725663716814,10

m,24.25249169435216,25.747508305647838,27.8516057585825,22.148394241417495,21

e,28.50678733031674,21.493212669683256,23.30316742081448,26.696832579185518,14

s,24.658703071672356,25.341296928327647,24.14675767918089,25.853242320819113,25

